NOC,Year,Sport,Ath_Score,Normalized_Ath_Score
HKG,1992,Fencing,0.0,0.0
HKG,1992,Judo,0.0,0.0
HKG,1992,Rowing,0.0,0.0
HKG,1992,Sailing,0.0,0.0
HKG,1992,Shooting,0.0,0.0
HKG,1992,Swimming,0.0,0.0
HKG,1992,Table Tennis,0.0,0.0
HKG,1996,Athletics,0.0,0.0
HKG,1996,Badminton,0.0,0.0
HKG,1996,Cycling,0.0,0.0
HKG,1996,Diving,0.0,0.0
HKG,1996,Judo,0.0,0.0
HKG,1996,Rowing,0.0,0.0
HKG,1996,Sailing,0.7,0.001592805632629821
HKG,1996,Shooting,0.0,0.0
HKG,1996,Swimming,0.0,0.0
HKG,1996,Table Tennis,0.0,0.0
HKG,2000,Athletics,0.0,0.0
HKG,2000,Badminton,0.0,0.0
HKG,2000,Cycling,0.0,0.0
HKG,2000,Diving,0.0,0.0
HKG,2000,Rowing,0.0,0.0
HKG,2000,Sailing,0.41978675,0.000955198142719095
HKG,2000,Shooting,0.0,0.0
HKG,2000,Swimming,0.0,0.0
HKG,2000,Table Tennis,0.0,0.0
HKG,2004,Athletics,0.0,0.0
HKG,2004,Badminton,0.0,0.0
HKG,2004,Cycling,0.0,0.0
HKG,2004,Fencing,0.0,0.0
HKG,2004,Rowing,0.0,0.0
HKG,2004,Sailing,0.25174418,0.0005728279255511079
HKG,2004,Shooting,0.0,0.0
HKG,2004,Swimming,0.0,0.0
HKG,2004,Table Tennis,2.4,0.005461047883302243
HKG,2004,Triathlon,0.0,0.0
HKG,2008,Athletics,0.0,0.0
HKG,2008,Badminton,0.0,0.0
HKG,2008,Cycling,0.0,0.0
HKG,2008,Equestrianism,0.0,0.0
HKG,2008,Fencing,0.0,0.0
HKG,2008,Rowing,0.0,0.0
HKG,2008,Sailing,0.0,0.0
HKG,2008,Shooting,0.0,0.0
HKG,2008,Swimming,0.0,0.0
HKG,2008,Table Tennis,0.7196344,0.0016374824653631167
HKG,2008,Triathlon,0.0,0.0
HKG,2012,Archery,0.0,0.0
HKG,2012,Athletics,0.0,0.0
HKG,2012,Badminton,0.0,0.0
HKG,2012,Cycling,1.0,0.0022754366180426015
HKG,2012,Fencing,0.0,0.0
HKG,2012,Gymnastics,0.0,0.0
HKG,2012,Judo,0.0,0.0
HKG,2012,Rowing,0.0,0.0
HKG,2012,Sailing,0.0,0.0
HKG,2012,Shooting,0.0,0.0
HKG,2012,Swimming,0.0,0.0
HKG,2012,Table Tennis,0.0,0.0
HKG,2012,Weightlifting,0.0,0.0
HKG,2016,Athletics,0.0,0.0
HKG,2016,Badminton,0.0,0.0
HKG,2016,Cycling,1.4992384,0.003411421954535601
HKG,2016,Fencing,0.0,0.0
HKG,2016,Golf,0.0,0.0
HKG,2016,Rowing,0.0,0.0
HKG,2016,Sailing,0.0,0.0
HKG,2016,Swimming,0.0,0.0
HKG,2016,Table Tennis,0.0,0.0
HKG,2020,Artistic Gymnastics,0.0,0.0
HKG,2020,Athletics,0.0,0.0
HKG,2020,Badminton,0.0,0.0
HKG,2020,Cycling Road,0.0,0.0
HKG,2020,Cycling Track,1.0,0.0022754366180426015
HKG,2020,Equestrian,0.0,0.0
HKG,2020,Fencing,1.4,0.003185611265259642
HKG,2020,Golf,0.0,0.0
HKG,2020,Karate,0.5,0.0011377183090213008
HKG,2020,Marathon Swimming,0.0,0.0
HKG,2020,Rowing,0.0,0.0
HKG,2020,Sailing,0.0,0.0
HKG,2020,Swimming,1.2,0.0027305239416511216
HKG,2020,Table Tennis,2.5,0.005688591545106504
HKG,2020,Triathlon,0.0,0.0
HKG,2024,Artistic Gymnastics,0.0,0.0
HKG,2024,Athletics,0.0,0.0
HKG,2024,Badminton,0.0,0.0
HKG,2024,Cycling Road,0.0,0.0
HKG,2024,"Cycling Road, Cycling Track",0.0,0.0
HKG,2024,Fencing,1.8197867,0.004140809294206907
HKG,2024,Judo,0.0,0.0
HKG,2024,Rowing,0.0,0.0
HKG,2024,Sailing,0.0,0.0
HKG,2024,Swimming,3.7499084,0.008532678887665542
HKG,2024,Table Tennis,0.5996954,0.0013645688728317052
HKG,2024,Taekwondo,0.0,0.0
HKG,2024,Triathlon,0.0,0.0
HON,1968,Athletics,0.0,0.0
HON,1976,Athletics,0.0,0.0
HON,1984,Athletics,0.0,0.0
HON,1984,Judo,0.0,0.0
HON,1984,Swimming,0.0,0.0
HON,1988,Athletics,0.0,0.0
HON,1988,Boxing,0.0,0.0
HON,1988,Swimming,0.0,0.0
HON,1992,Athletics,0.0,0.0
HON,1992,Fencing,0.0,0.0
HON,1992,Swimming,0.0,0.0
HON,1992,Weightlifting,0.0,0.0
HON,1996,Athletics,0.0,0.0
HON,1996,Boxing,0.0,0.0
HON,1996,Judo,0.0,0.0
HON,1996,Swimming,0.0,0.0
HON,2000,Athletics,0.0,0.0
HON,2000,Football,0.0,0.0
HON,2000,Swimming,0.0,0.0
HON,2004,Athletics,0.0,0.0
HON,2004,Judo,0.0,0.0
HON,2004,Swimming,0.0,0.0
HON,2004,Table Tennis,0.0,0.0
HON,2008,Athletics,0.0,0.0
HON,2008,Football,0.0,0.0
HON,2008,Rowing,0.0,0.0
HON,2008,Swimming,0.0,0.0
HON,2008,Taekwondo,0.0,0.0
HON,2012,Athletics,0.0,0.0
HON,2012,Boxing,0.0,0.0
HON,2012,Football,0.0,0.0
HON,2012,Judo,0.0,0.0
HON,2012,Shooting,0.0,0.0
HON,2012,Swimming,0.0,0.0
HON,2012,Weightlifting,0.0,0.0
HON,2012,Wrestling,0.0,0.0
HON,2016,Athletics,0.0,0.0
HON,2016,Boxing,0.0,0.0
HON,2016,Football,0.0,0.0
HON,2016,Judo,0.0,0.0
HON,2016,Swimming,0.0,0.0
HON,2016,Taekwondo,0.0,0.0
HON,2016,Weightlifting,0.0,0.0
HON,2020,Athletics,0.0,0.0
HON,2020,Football,0.0,0.0
HON,2020,Judo,0.0,0.0
HON,2020,Swimming,0.0,0.0
HON,2020,Taekwondo,0.0,0.0
HON,2024,Athletics,0.0,0.0
HON,2024,Swimming,0.0,0.0
HON,2024,Wrestling,0.0,0.0
HUN,1896,Athletics,2.1,0.004778416897889463
HUN,1896,Gymnastics,0.0,0.0
HUN,1896,Swimming,0.7,0.001592805632629821
HUN,1896,Tennis,0.5,0.0011377183090213008
HUN,1896,Weightlifting,0.0,0.0
HUN,1896,Wrestling,0.0,0.0
HUN,1900,Athletics,1.2,0.0027305239416511216
HUN,1900,Fencing,0.0,0.0
HUN,1900,Gymnastics,0.0,0.0
HUN,1900,Swimming,2.2,0.005005960559693724
HUN,1904,Athletics,0.26100314,0.0005938961021800997
HUN,1904,Swimming,3.873926,0.008814873075987302
HUN,1906,Athletics,7.85429904,0.017871959644672853
HUN,1906,Fencing,1.0,0.0022754366180426015
HUN,1906,Gymnastics,1.2,0.0027305239416511216
HUN,1906,Shooting,0.0,0.0
HUN,1906,Swimming,13.4198882,0.030536105020317818
HUN,1906,Tennis,0.0,0.0
HUN,1906,Wrestling,0.5,0.0011377183090213008
HUN,1908,Athletics,6.39475,0.014550848313227926
HUN,1908,Fencing,9.0488,0.02058997086934389
HUN,1908,Gymnastics,0.0,0.0
HUN,1908,Rowing,0.5,0.0011377183090213008
HUN,1908,Shooting,0.0,0.0
HUN,1908,Swimming,7.6036464,0.017301615449207802
HUN,1908,Tennis,0.0,0.0
HUN,1908,Wrestling,0.7,0.001592805632629821
HUN,1912,Athletics,1.78300942,0.0040571249245829
HUN,1912,Cycling,0.0,0.0
HUN,1912,Fencing,21.5447867,0.04902379658509722
HUN,1912,Football,0.0,0.0
HUN,1912,Gymnastics,11.4,0.025939977445685658
HUN,1912,Rowing,0.5996954,0.0013645688728317052
HUN,1912,Shooting,0.7,0.001592805632629821
HUN,1912,Swimming,0.68747712,0.0015643106129144678
HUN,1912,Tennis,0.0,0.0
HUN,1912,Water Polo,0.0,0.0
HUN,1912,Wrestling,0.5,0.0011377183090213008
HUN,1924,Art Competitions,0.0,0.0
HUN,1924,Athletics,1.2,0.0027305239416511216
HUN,1924,Boxing,0.0,0.0
HUN,1924,Cycling,0.0,0.0
HUN,1924,Fencing,20.6626074,0.047016453502198026
HUN,1924,Football,0.0,0.0
HUN,1924,Rowing,0.0,0.0
HUN,1924,Shooting,1.5509697999999998,0.0035291334763982098
HUN,1924,Swimming,0.5,0.0011377183090213008
HUN,1924,Tennis,0.0,0.0
HUN,1924,Water Polo,0.0,0.0
HUN,1924,Wrestling,1.31567115,0.0029937263120122203
HUN,1928,Art Competitions,0.7,0.001592805632629821
HUN,1928,Athletics,0.6,0.0013652619708255608
HUN,1928,Boxing,0.7,0.001592805632629821
HUN,1928,Equestrianism,0.0,0.0
HUN,1928,Fencing,13.94025839,0.0317201744055816
HUN,1928,Gymnastics,0.46561316,0.0010594732341065287
HUN,1928,Modern Pentathlon,0.0,0.0
HUN,1928,Rowing,0.0,0.0
HUN,1928,Sailing,0.0,0.0
HUN,1928,Swimming,1.2,0.0027305239416511216
HUN,1928,Water Polo,4.2,0.009556833795778926
HUN,1928,Wrestling,2.6193299,0.005960119169193865
HUN,1932,Art Competitions,0.0,0.0
HUN,1932,Athletics,0.0,0.0
HUN,1932,Boxing,0.7,0.001592805632629821
HUN,1932,Cycling,0.0,0.0
HUN,1932,Fencing,10.63820262,0.02420655579170474
HUN,1932,Gymnastics,3.9,0.008874202810366145
HUN,1932,Modern Pentathlon,0.0,0.0
HUN,1932,Shooting,0.5,0.0011377183090213008
HUN,1932,Swimming,4.87495424,0.01109264938897804
HUN,1932,Water Polo,9.5187204,0.02165924495506912
HUN,1932,Wrestling,2.3,0.005233504221497983
HUN,1936,Art Competitions,0.0,0.0
HUN,1936,Athletics,0.7,0.001592805632629821
HUN,1936,Boxing,0.7,0.001592805632629821
HUN,1936,Canoeing,0.0,0.0
HUN,1936,Cycling,0.0,0.0
HUN,1936,Diving,0.0,0.0
HUN,1936,Equestrianism,1.0,0.0022754366180426015
HUN,1936,Fencing,13.2975628,0.030257761325841105
HUN,1936,Football,0.0,0.0
HUN,1936,Gymnastics,8.6776237,0.019745382724574326
HUN,1936,Handball,0.0,0.0
HUN,1936,Hockey,0.0,0.0
HUN,1936,Modern Pentathlon,0.0,0.0
HUN,1936,Polo,0.0,0.0
HUN,1936,Rowing,0.0,0.0
HUN,1936,Sailing,0.0,0.0
HUN,1936,Shooting,0.8998477,0.0020475464072414137
HUN,1936,Swimming,5.4,0.01228735773743005
HUN,1936,Water Polo,10.2304951,0.023278843171245407
HUN,1936,Weightlifting,0.0,0.0
HUN,1936,Wrestling,4.039269,0.009191100592724322
HUN,1948,Art Competitions,0.5,0.0011377183090213008
HUN,1948,Athletics,2.6,0.005916135206910764
HUN,1948,Basketball,0.0,0.0
HUN,1948,Boxing,0.7,0.001592805632629821
HUN,1948,Canoeing,0.0,0.0
HUN,1948,Diving,0.0,0.0
HUN,1948,Fencing,11.90706314,0.02709376748210132
HUN,1948,Gymnastics,18.02350674,0.04101134722173363
HUN,1948,Modern Pentathlon,0.0,0.0
HUN,1948,Rowing,2.0,0.004550873236085203
HUN,1948,Shooting,0.7,0.001592805632629821
HUN,1948,Swimming,9.5,0.021616647871404715
HUN,1948,Water Polo,6.7509698,0.015361403890219737
HUN,1948,Weightlifting,0.0,0.0
HUN,1948,Wrestling,2.8,0.006371222530519284
HUN,1952,Athletics,6.19181188,0.014089075483783204
HUN,1952,Basketball,0.0,0.0
HUN,1952,Boxing,0.0,0.0
HUN,1952,Canoeing,2.2,0.005005960559693724
HUN,1952,Cycling,0.0,0.0
HUN,1952,Fencing,30.55271672,0.06952077040537044
HUN,1952,Football,10.5,0.023892084489447317
HUN,1952,Gymnastics,91.41093975,0.207999799596836
HUN,1952,Modern Pentathlon,6.4,0.01456279435547265
HUN,1952,Rowing,1.1993908,0.0027291377456634103
HUN,1952,Shooting,2.7197867,0.006188702250445247
HUN,1952,Swimming,12.01972116,0.027350113666125494
HUN,1952,Water Polo,11.2589032,0.025618920620277024
HUN,1952,Weightlifting,0.0,0.0
HUN,1952,Wrestling,3.2196345,0.007326074238013283
HUN,1956,Athletics,3.06116344,0.006965483385189256
HUN,1956,Boxing,0.0,0.0
HUN,1956,Canoeing,6.4196344,0.014607471188205944
HUN,1956,Diving,0.0,0.0
HUN,1956,Equestrianism,0.0,0.0
HUN,1956,Fencing,34.00602314,0.07737855028676005
HUN,1956,Gymnastics,200.8433106,0.4570062234281438
HUN,1956,Modern Pentathlon,0.77960396,0.0017739393981550196
HUN,1956,Rowing,0.0,0.0
HUN,1956,Shooting,1.0313481,0.0023467672326886626
HUN,1956,Swimming,3.79261875,0.00862986358202496
HUN,1956,Water Polo,11.5016301,0.026171230296720988
HUN,1956,Wrestling,5.0300383,0.011445533337976757
HUN,1960,Athletics,2.60394712,0.005925116628294572
HUN,1960,Basketball,0.0,0.0
HUN,1960,Boxing,0.7,0.001592805632629821
HUN,1960,Canoeing,7.3508911,0.01672648678418346
HUN,1960,Cycling,0.0,0.0
HUN,1960,Diving,0.0,0.0
HUN,1960,Equestrianism,0.0,0.0
HUN,1960,Fencing,21.93341547,0.049908096719180076
HUN,1960,Football,8.2755612,0.018830514989332574
HUN,1960,Gymnastics,4.813357,0.010952488773511682
HUN,1960,Modern Pentathlon,4.699999999999999,0.010694552104800225
HUN,1960,Rowing,0.21567115,0.0004907460321653586
HUN,1960,Sailing,0.0,0.0
HUN,1960,Shooting,0.17981726,0.00040916277796008716
HUN,1960,Swimming,0.0,0.0
HUN,1960,Water Polo,11.6240762,0.026449848636397492
HUN,1960,Weightlifting,0.5,0.0011377183090213008
HUN,1960,Wrestling,3.21401418,0.007313285556080165
HUN,1964,Athletics,2.8742069,0.00654007562809071
HUN,1964,Basketball,0.0,0.0
HUN,1964,Boxing,0.41978675,0.000955198142719095
HUN,1964,Canoeing,6.2371362,0.014192208101199083
HUN,1964,Cycling,0.0,0.0
HUN,1964,Diving,0.0,0.0
HUN,1964,Fencing,16.097776019999998,0.036629469024956084
HUN,1964,Football,10.1137112,0.02301310880878758
HUN,1964,Gymnastics,2.2,0.005005960559693724
HUN,1964,Modern Pentathlon,7.51841592,0.017107678894042452
HUN,1964,Sailing,0.0,0.0
HUN,1964,Shooting,2.5294027,0.005755495525355825
HUN,1964,Swimming,0.0,0.0
HUN,1964,Volleyball,0.0,0.0
HUN,1964,Water Polo,13.33658685,0.030346558078195432
HUN,1964,Weightlifting,1.3735041,0.003125321524171647
HUN,1964,Wrestling,2.8100013,0.006393979854767314
HUN,1968,Athletics,6.60035399,0.015018687160889591
HUN,1968,Boxing,0.0,0.0
HUN,1968,Canoeing,9.1827573,0.02089478221501801
HUN,1968,Cycling,0.0,0.0
HUN,1968,Fencing,25.10219405,0.057118451534581116
HUN,1968,Football,11.8360251,0.026932124924611344
HUN,1968,Gymnastics,1.97899475,0.004503077121064064
HUN,1968,Modern Pentathlon,9.28551448,0.021128599665156806
HUN,1968,Rowing,2.4,0.005461047883302243
HUN,1968,Sailing,0.0,0.0
HUN,1968,Shooting,4.15613979,0.009457032667869888
HUN,1968,Swimming,0.0,0.0
HUN,1968,Water Polo,8.56877665,0.019497708161238414
HUN,1968,Weightlifting,1.85131795,0.004212556655069562
HUN,1968,Wrestling,3.7395736,0.008509162705305396
HUN,1972,Archery,0.0,0.0
HUN,1972,Athletics,1.92471544,0.004379567991487978
HUN,1972,Boxing,2.4,0.005461047883302243
HUN,1972,Canoeing,6.898172,0.015696353166356168
HUN,1972,Cycling,0.0,0.0
HUN,1972,Equestrianism,0.0,0.0
HUN,1972,Fencing,36.79787095,0.08373122302563608
HUN,1972,Football,11.3567828,0.025841639446276387
HUN,1972,Gymnastics,6.0,0.013652619708255608
HUN,1972,Handball,0.0,0.0
HUN,1972,Judo,0.0,0.0
HUN,1972,Modern Pentathlon,8.7222948,0.01984702898128257
HUN,1972,Rowing,2.8785376,0.006549929861452467
HUN,1972,Sailing,0.0,0.0
HUN,1972,Shooting,1.337916275,0.003044343684010155
HUN,1972,Swimming,4.3,0.009784377457583185
HUN,1972,Volleyball,0.0,0.0
HUN,1972,Water Polo,8.1105624,0.018455070677879482
HUN,1972,Weightlifting,2.7077357,0.0061612809637612165
HUN,1972,Wrestling,7.0380502,0.016014637144702054
HUN,1976,Athletics,0.0,0.0
HUN,1976,Boxing,0.71963445,0.0016374825791349477
HUN,1976,Canoeing,11.0126127,0.025058502197901
HUN,1976,Cycling,0.0,0.0
HUN,1976,Fencing,25.43447756,0.05787454160080684
HUN,1976,Gymnastics,4.1990861,0.009554754274253697
HUN,1976,Handball,7.0,0.01592805632629821
HUN,1976,Judo,0.5,0.0011377183090213008
HUN,1976,Modern Pentathlon,3.0,0.006826309854127804
HUN,1976,Rowing,0.0,0.0
HUN,1976,Sailing,0.0,0.0
HUN,1976,Shooting,0.7744338,0.0017621750267698803
HUN,1976,Swimming,0.2864488,0.0006517960887143615
HUN,1976,Volleyball,0.0,0.0
HUN,1976,Water Polo,9.3385379,0.02124925109663866
HUN,1976,Weightlifting,1.76064125,0.004006227571486299
HUN,1976,Wrestling,2.5392689,0.005777945438116757
HUN,1980,Archery,0.0,0.0
HUN,1980,Athletics,0.0,0.0
HUN,1980,Basketball,0.0,0.0
HUN,1980,Boxing,1.25174418,0.002848264543593709
HUN,1980,Canoeing,8.87160108,0.02018676595809829
HUN,1980,Cycling,0.0,0.0
HUN,1980,Diving,0.0,0.0
HUN,1980,Equestrianism,0.0,0.0
HUN,1980,Fencing,15.31206444,0.034841632124603984
HUN,1980,Gymnastics,19.83378545,0.04513052168733056
HUN,1980,Handball,5.2975632,0.012054269291674942
HUN,1980,Judo,1.0,0.0022754366180426015
HUN,1980,Modern Pentathlon,4.1993908,0.009555447599791215
HUN,1980,Rowing,0.0,0.0
HUN,1980,Sailing,1.0,0.0022754366180426015
HUN,1980,Shooting,0.7,0.001592805632629821
HUN,1980,Swimming,6.06410583,0.013798488461267622
HUN,1980,Volleyball,0.0,0.0
HUN,1980,Water Polo,7.5581175,0.017198017322968603
HUN,1980,Weightlifting,1.80170897,0.004099674565393819
HUN,1980,Wrestling,4.3196344,0.009829054290316483
HUN,1988,Athletics,0.0,0.0
HUN,1988,Boxing,0.67981726,0.001546881086981388
HUN,1988,Canoeing,13.54202648,0.030814022935094557
HUN,1988,Cycling,0.0,0.0
HUN,1988,Diving,0.0,0.0
HUN,1988,Fencing,15.87267428,0.03611726428297499
HUN,1988,Gymnastics,1.9394518,0.004413099644648636
HUN,1988,Handball,0.5394518,0.0012274883793889938
HUN,1988,Judo,0.0,0.0
HUN,1988,Modern Pentathlon,2.1,0.004778416897889463
HUN,1988,Rhythmic Gymnastics,0.0,0.0
HUN,1988,Rowing,0.0,0.0
HUN,1988,Sailing,0.0,0.0
HUN,1988,Shooting,1.5,0.003413154927063902
HUN,1988,Swimming,6.6,0.015017881679081168
HUN,1988,Table Tennis,0.0,0.0
HUN,1988,Tennis,0.0,0.0
HUN,1988,Water Polo,0.0,0.0
HUN,1988,Weightlifting,1.2,0.0027305239416511216
HUN,1988,Wrestling,1.2999999999999998,0.0029580676034553816
HUN,1992,Archery,0.0,0.0
HUN,1992,Athletics,0.0,0.0
HUN,1992,Badminton,0.0,0.0
HUN,1992,Boxing,1.0,0.0022754366180426015
HUN,1992,Canoeing,34.409277,0.07829612888617107
HUN,1992,Cycling,0.0,0.0
HUN,1992,Diving,0.0,0.0
HUN,1992,Equestrianism,0.0,0.0
HUN,1992,Fencing,16.94589973,0.03855932077132024
HUN,1992,Gymnastics,3.9,0.008874202810366145
HUN,1992,Handball,0.0,0.0
HUN,1992,Judo,1.7999999999999998,0.004095785912476682
HUN,1992,Modern Pentathlon,2.8791469000000003,0.006551316284983841
HUN,1992,Rhythmic Gymnastics,0.0,0.0
HUN,1992,Rowing,0.0,0.0
HUN,1992,Sailing,0.0,0.0
HUN,1992,Shooting,0.2998477,0.0006822844364158526
HUN,1992,Swimming,6.69056206,0.015223949906610542
HUN,1992,Table Tennis,0.0,0.0
HUN,1992,Tennis,0.0,0.0
HUN,1992,Water Polo,0.0,0.0
HUN,1992,Weightlifting,0.0,0.0
HUN,1992,Wrestling,3.2611475,0.007420534438338085
HUN,1996,Archery,0.0,0.0
HUN,1996,Athletics,0.7,0.001592805632629821
HUN,1996,Badminton,0.0,0.0
HUN,1996,Boxing,0.2998477,0.0006822844364158526
HUN,1996,Canoeing,28.1405342,0.06403200196996017
HUN,1996,Cycling,0.0,0.0
HUN,1996,Diving,0.0,0.0
HUN,1996,Equestrianism,0.0,0.0
HUN,1996,Fencing,12.24393018,0.02786028708032894
HUN,1996,Football,0.0,0.0
HUN,1996,Gymnastics,3.5388119,0.008052342181624912
HUN,1996,Handball,8.0,0.018203492944340812
HUN,1996,Judo,1.07945165,0.002456223811816506
HUN,1996,Modern Pentathlon,1.0034883,0.0022833740235973198
HUN,1996,Rhythmic Gymnastics,0.0,0.0
HUN,1996,Rowing,0.0,0.0
HUN,1996,Sailing,0.0,0.0
HUN,1996,Shooting,0.0,0.0
HUN,1996,Swimming,27.951253,0.06360130459637313
HUN,1996,Table Tennis,0.0,0.0
HUN,1996,Tennis,0.0,0.0
HUN,1996,Water Polo,0.0,0.0
HUN,1996,Weightlifting,0.5,0.0011377183090213008
HUN,1996,Wrestling,1.679147,0.00382079257087638
HUN,2000,Athletics,0.0,0.0
HUN,2000,Boxing,0.5,0.0011377183090213008
HUN,2000,Canoeing,26.0892673,0.059364474152321434
HUN,2000,Cycling,0.0,0.0
HUN,2000,Diving,0.0,0.0
HUN,2000,Fencing,2.49122636,0.005668627683376981
HUN,2000,Gymnastics,5.717806599999999,0.013010506512525664
HUN,2000,Handball,12.5981718,0.02866634143411167
HUN,2000,Judo,0.4315614399999999,0.000981990703511195
HUN,2000,Modern Pentathlon,0.6,0.0013652619708255608
HUN,2000,Rhythmic Gymnastics,0.0,0.0
HUN,2000,Rowing,0.0,0.0
HUN,2000,Sailing,0.0,0.0
HUN,2000,Shooting,0.5,0.0011377183090213008
HUN,2000,Swimming,4.3623693,0.009926294846644871
HUN,2000,Synchronized Swimming,0.0,0.0
HUN,2000,Table Tennis,0.0,0.0
HUN,2000,Taekwondo,0.0,0.0
HUN,2000,Tennis,0.0,0.0
HUN,2000,Triathlon,0.0,0.0
HUN,2000,Water Polo,8.399999999999999,0.01911366759155785
HUN,2000,Weightlifting,0.6,0.0013652619708255608
HUN,2000,Wrestling,0.6,0.0013652619708255608
HUN,2004,Athletics,0.6,0.0013652619708255608
HUN,2004,Boxing,0.0,0.0
HUN,2004,Canoeing,45.2893695,0.10305308976836175
HUN,2004,Cycling,0.0,0.0
HUN,2004,Diving,0.0,0.0
HUN,2004,Fencing,9.84542952,0.022402650850165594
HUN,2004,Gymnastics,0.0,0.0
HUN,2004,Handball,3.598172,0.008187412326815583
HUN,2004,Judo,0.1509698,0.0003435222111385679
HUN,2004,Modern Pentathlon,1.0598172,0.002411546865311379
HUN,2004,Rowing,0.0,0.0
HUN,2004,Sailing,0.0,0.0
HUN,2004,Shooting,0.99984765,0.0022750899552738428
HUN,2004,Swimming,1.16513417,0.0026511889553506736
HUN,2004,Table Tennis,0.0,0.0
HUN,2004,Tennis,0.0,0.0
HUN,2004,Triathlon,0.0,0.0
HUN,2004,Water Polo,11.758293599999998,0.026755251823135963
HUN,2004,Weightlifting,0.7496089699999999,0.0017056876995511978
HUN,2004,Wrestling,0.7,0.001592805632629821
HUN,2008,Athletics,0.31320375,0.0007126752816582605
HUN,2008,Boxing,0.0,0.0
HUN,2008,Canoeing,44.805655,0.10195242808238358
HUN,2008,Cycling,0.0,0.0
HUN,2008,Diving,0.0,0.0
HUN,2008,Fencing,2.562126,0.005829955320439019
HUN,2008,Gymnastics,0.0,0.0
HUN,2008,Handball,0.86312288,0.0019639814070223902
HUN,2008,Judo,0.0,0.0
HUN,2008,Modern Pentathlon,0.63556747,0.0014461934944746927
HUN,2008,Rowing,0.0,0.0
HUN,2008,Sailing,0.0,0.0
HUN,2008,Shooting,0.599604,0.001364360897924816
HUN,2008,Swimming,0.34373856,0.0007821553064572339
HUN,2008,Table Tennis,0.0,0.0
HUN,2008,Tennis,0.0,0.0
HUN,2008,Triathlon,0.0,0.0
HUN,2008,Water Polo,14.10833225,0.03210261582116137
HUN,2008,Weightlifting,0.0,0.0
HUN,2008,Wrestling,0.6,0.0013652619708255608
HUN,2012,Athletics,0.7,0.001592805632629821
HUN,2012,Boxing,0.0,0.0
HUN,2012,Canoeing,36.7580567,0.08364062822326618
HUN,2012,Cycling,0.0,0.0
HUN,2012,Diving,0.0,0.0
HUN,2012,Fencing,0.9804492,0.0022309500118105744
HUN,2012,Gymnastics,0.7,0.001592805632629821
HUN,2012,Handball,0.0,0.0
HUN,2012,Judo,1.1,0.002502980279846862
HUN,2012,Modern Pentathlon,0.5,0.0011377183090213008
HUN,2012,Rowing,0.0,0.0
HUN,2012,Sailing,0.0,0.0
HUN,2012,Shooting,0.0,0.0
HUN,2012,Swimming,3.587708,0.008163602158044386
HUN,2012,Synchronized Swimming,0.0,0.0
HUN,2012,Table Tennis,0.0,0.0
HUN,2012,Tennis,0.0,0.0
HUN,2012,Triathlon,0.0,0.0
HUN,2012,Water Polo,6.14416903,0.013980667198305291
HUN,2012,Weightlifting,0.0,0.0
HUN,2012,Wrestling,1.6,0.0036406985888681625
HUN,2016,Athletics,0.95074942,0.002163370044850765
HUN,2016,Badminton,0.0,0.0
HUN,2016,Boxing,0.0,0.0
HUN,2016,Canoeing,9.8796757,0.02248057586216567
HUN,2016,Cycling,0.0,0.0
HUN,2016,Diving,0.0,0.0
HUN,2016,Fencing,7.71013384,0.017543920869545416
HUN,2016,Gymnastics,0.0,0.0
HUN,2016,Judo,0.6596649,0.001501025669097411
HUN,2016,Modern Pentathlon,0.2998477,0.0006822844364158526
HUN,2016,Rowing,0.0,0.0
HUN,2016,Sailing,0.0,0.0
HUN,2016,Shooting,0.0,0.0
HUN,2016,Swimming,6.31487569,0.014369099383413039
HUN,2016,Table Tennis,0.0,0.0
HUN,2016,Tennis,0.0,0.0
HUN,2016,Triathlon,0.0,0.0
HUN,2016,Water Polo,1.00697672,0.0022913117022044316
HUN,2016,Weightlifting,0.0,0.0
HUN,2016,Wrestling,0.7196344,0.0016374824653631167
HUN,2020,Archery,0.0,0.0
HUN,2020,Artistic Gymnastics,0.0,0.0
HUN,2020,Athletics,0.0,0.0
HUN,2020,Badminton,0.0,0.0
HUN,2020,Boxing,0.0,0.0
HUN,2020,Canoe Sprint,11.4,0.025939977445685658
HUN,2020,Cycling Mountain Bike,0.0,0.0
HUN,2020,Cycling Road,0.0,0.0
HUN,2020,Fencing,5.5,0.012514901399234309
HUN,2020,Handball,0.0,0.0
HUN,2020,Judo,0.5,0.0011377183090213008
HUN,2020,Karate,0.5,0.0011377183090213008
HUN,2020,Marathon Swimming,0.6,0.0013652619708255608
HUN,2020,Modern Pentathlon,0.5,0.0011377183090213008
HUN,2020,Rhythmic Gymnastics,0.0,0.0
HUN,2020,Rowing,0.0,0.0
HUN,2020,Sailing,0.6,0.0013652619708255608
HUN,2020,Shooting,0.0,0.0
HUN,2020,Swimming,3.9,0.008874202810366145
HUN,2020,Table Tennis,0.0,0.0
HUN,2020,Taekwondo,0.0,0.0
HUN,2020,Triathlon,0.0,0.0
HUN,2020,Water Polo,13.0,0.02958067603455382
HUN,2020,Weightlifting,0.0,0.0
HUN,2020,Wrestling,1.2999999999999998,0.0029580676034553816
HUN,2024,Artistic Gymnastics,0.0,0.0
HUN,2024,Athletics,0.6,0.0013652619708255608
HUN,2024,Boxing,0.0,0.0
HUN,2024,Canoe Sprint,13.69756276,0.031167935882040684
HUN,2024,Cycling Road,0.0,0.0
