NOC,Year,Sport,Total,Gold,Silver,Bronze
ISL,1960,Swimming,0,0,0,0
ISL,1964,Athletics,0,0,0,0
ISL,1964,Swimming,0,0,0,0
ISL,1968,Athletics,0,0,0,0
ISL,1968,Swimming,0,0,0,0
ISL,1968,Weightlifting,0,0,0,0
ISL,1972,Athletics,0,0,0,0
ISL,1972,Handball,0,0,0,0
ISL,1972,Swimming,0,0,0,0
ISL,1972,Weightlifting,0,0,0,0
ISL,1976,Athletics,0,0,0,0
ISL,1976,Judo,0,0,0,0
ISL,1976,Swimming,0,0,0,0
ISL,1976,Weightlifting,0,0,0,0
ISL,1980,Athletics,0,0,0,0
ISL,1980,Judo,0,0,0,0
ISL,1980,Weightlifting,0,0,0,0
ISL,1984,Athletics,0,0,0,0
ISL,1984,Handball,0,0,0,0
ISL,1984,Judo,1,0,0,1
ISL,1984,Sailing,0,0,0,0
ISL,1984,Swimming,0,0,0,0
ISL,1988,Athletics,0,0,0,0
ISL,1988,Handball,0,0,0,0
ISL,1988,Judo,0,0,0,0
ISL,1988,Sailing,0,0,0,0
ISL,1988,Swimming,0,0,0,0
ISL,1992,Athletics,0,0,0,0
ISL,1992,Badminton,0,0,0,0
ISL,1992,Handball,0,0,0,0
ISL,1992,Judo,0,0,0,0
ISL,1992,Shooting,0,0,0,0
ISL,1992,Swimming,0,0,0,0
ISL,1996,Athletics,0,0,0,0
ISL,1996,Badminton,0,0,0,0
ISL,1996,Gymnastics,0,0,0,0
ISL,1996,Judo,0,0,0,0
ISL,1996,Swimming,0,0,0,0
ISL,2000,Athletics,1,0,0,1
ISL,2000,Gymnastics,0,0,0,0
ISL,2000,Sailing,0,0,0,0
ISL,2000,Shooting,0,0,0,0
ISL,2000,Swimming,0,0,0,0
ISL,2004,Athletics,0,0,0,0
ISL,2004,Gymnastics,0,0,0,0
ISL,2004,Handball,0,0,0,0
ISL,2004,Sailing,0,0,0,0
ISL,2004,Swimming,0,0,0,0
ISL,2008,Athletics,0,0,0,0
ISL,2008,Badminton,0,0,0,0
ISL,2008,Handball,14,0,14,0
ISL,2008,Judo,0,0,0,0
ISL,2008,Swimming,0,0,0,0
ISL,2012,Athletics,0,0,0,0
ISL,2012,Badminton,0,0,0,0
ISL,2012,Handball,0,0,0,0
ISL,2012,Judo,0,0,0,0
ISL,2012,Shooting,0,0,0,0
ISL,2012,Swimming,0,0,0,0
ISL,2016,Athletics,0,0,0,0
ISL,2016,Gymnastics,0,0,0,0
ISL,2016,Judo,0,0,0,0
ISL,2016,Swimming,0,0,0,0
ISL,2020,Athletics,0,0,0,0
ISL,2020,Shooting,0,0,0,0
ISL,2020,Swimming,0,0,0,0
ISL,2024,Athletics,0,0,0,0
ISL,2024,Shooting,0,0,0,0
ISL,2024,Swimming,0,0,0,0
ISL,2024,Triathlon,0,0,0,0
ISR,1952,Athletics,0,0,0,0
ISR,1952,Basketball,0,0,0,0
ISR,1952,Diving,0,0,0,0
ISR,1952,Shooting,0,0,0,0
ISR,1952,Swimming,0,0,0,0
ISR,1956,Athletics,0,0,0,0
ISR,1956,Diving,0,0,0,0
ISR,1956,Swimming,0,0,0,0
ISR,1960,Athletics,0,0,0,0
ISR,1960,Cycling,0,0,0,0
ISR,1960,Fencing,0,0,0,0
ISR,1960,Gymnastics,0,0,0,0
ISR,1960,Shooting,0,0,0,0
ISR,1960,Swimming,0,0,0,0
ISR,1960,Weightlifting,0,0,0,0
ISR,1964,Athletics,0,0,0,0
ISR,1964,Shooting,0,0,0,0
ISR,1964,Swimming,0,0,0,0
ISR,1968,Athletics,0,0,0,0
ISR,1968,Football,0,0,0,0
ISR,1968,Shooting,0,0,0,0
ISR,1968,Swimming,0,0,0,0
ISR,1972,Athletics,0,0,0,0
ISR,1972,Fencing,0,0,0,0
ISR,1972,Sailing,0,0,0,0
ISR,1972,Shooting,0,0,0,0
ISR,1972,Swimming,0,0,0,0
ISR,1972,Weightlifting,0,0,0,0
ISR,1972,Wrestling,0,0,0,0
ISR,1976,Athletics,0,0,0,0
ISR,1976,Fencing,0,0,0,0
ISR,1976,Football,0,0,0,0
ISR,1976,Gymnastics,0,0,0,0
ISR,1976,Judo,0,0,0,0
ISR,1976,Sailing,0,0,0,0
ISR,1976,Shooting,0,0,0,0
ISR,1976,Swimming,0,0,0,0
ISR,1976,Weightlifting,0,0,0,0
ISR,1976,Wrestling,0,0,0,0
ISR,1984,Athletics,0,0,0,0
ISR,1984,Boxing,0,0,0,0
ISR,1984,Canoeing,0,0,0,0
ISR,1984,Fencing,0,0,0,0
ISR,1984,Gymnastics,0,0,0,0
ISR,1984,Judo,0,0,0,0
ISR,1984,Rhythmic Gymnastics,0,0,0,0
ISR,1984,Sailing,0,0,0,0
ISR,1984,Shooting,0,0,0,0
ISR,1984,Swimming,0,0,0,0
ISR,1984,Weightlifting,0,0,0,0
ISR,1988,Boxing,0,0,0,0
ISR,1988,Gymnastics,0,0,0,0
ISR,1988,Rhythmic Gymnastics,0,0,0,0
ISR,1988,Sailing,0,0,0,0
ISR,1988,Shooting,0,0,0,0
ISR,1988,Swimming,0,0,0,0
ISR,1988,Tennis,0,0,0,0
ISR,1988,Wrestling,0,0,0,0
ISR,1992,Athletics,0,0,0,0
ISR,1992,Fencing,0,0,0,0
ISR,1992,Gymnastics,0,0,0,0
ISR,1992,Judo,2,0,1,1
ISR,1992,Sailing,0,0,0,0
ISR,1992,Shooting,0,0,0,0
ISR,1992,Swimming,0,0,0,0
ISR,1992,Tennis,0,0,0,0
ISR,1992,Weightlifting,0,0,0,0
ISR,1992,Wrestling,0,0,0,0
ISR,1996,Athletics,0,0,0,0
ISR,1996,Boxing,0,0,0,0
ISR,1996,Canoeing,0,0,0,0
ISR,1996,Fencing,0,0,0,0
ISR,1996,Judo,0,0,0,0
ISR,1996,Sailing,1,0,0,1
ISR,1996,Shooting,0,0,0,0
ISR,1996,Swimming,0,0,0,0
ISR,1996,Weightlifting,0,0,0,0
ISR,1996,Wrestling,0,0,0,0
ISR,2000,Athletics,0,0,0,0
ISR,2000,Canoeing,1,0,0,1
ISR,2000,Fencing,0,0,0,0
ISR,2000,Judo,0,0,0,0
ISR,2000,Rhythmic Gymnastics,0,0,0,0
ISR,2000,Sailing,0,0,0,0
ISR,2000,Shooting,0,0,0,0
ISR,2000,Swimming,0,0,0,0
ISR,2000,Wrestling,0,0,0,0
ISR,2004,Athletics,0,0,0,0
ISR,2004,Canoeing,0,0,0,0
ISR,2004,Fencing,0,0,0,0
ISR,2004,Gymnastics,0,0,0,0
ISR,2004,Judo,1,0,0,1
ISR,2004,Rhythmic Gymnastics,0,0,0,0
ISR,2004,Sailing,1,1,0,0
ISR,2004,Shooting,0,0,0,0
ISR,2004,Swimming,0,0,0,0
ISR,2004,Synchronized Swimming,0,0,0,0
ISR,2004,Table Tennis,0,0,0,0
ISR,2004,Taekwondo,0,0,0,0
ISR,2004,Tennis,0,0,0,0
ISR,2004,Wrestling,0,0,0,0
ISR,2008,Athletics,0,0,0,0
ISR,2008,Canoeing,0,0,0,0
ISR,2008,Fencing,0,0,0,0
ISR,2008,Gymnastics,0,0,0,0
ISR,2008,Judo,0,0,0,0
ISR,2008,Rhythmic Gymnastics,0,0,0,0
ISR,2008,Sailing,1,0,0,1
ISR,2008,Shooting,0,0,0,0
ISR,2008,Swimming,0,0,0,0
ISR,2008,Synchronized Swimming,0,0,0,0
ISR,2008,Taekwondo,0,0,0,0
ISR,2008,Tennis,0,0,0,0
ISR,2012,Athletics,0,0,0,0
ISR,2012,Badminton,0,0,0,0
ISR,2012,Gymnastics,0,0,0,0
ISR,2012,Judo,0,0,0,0
ISR,2012,Rhythmic Gymnastics,0,0,0,0
ISR,2012,Sailing,0,0,0,0
ISR,2012,Shooting,0,0,0,0
ISR,2012,Swimming,0,0,0,0
ISR,2012,Synchronized Swimming,0,0,0,0
ISR,2012,Tennis,0,0,0,0
ISR,2016,Athletics,0,0,0,0
ISR,2016,Badminton,0,0,0,0
ISR,2016,Cycling,0,0,0,0
ISR,2016,Golf,0,0,0,0
ISR,2016,Gymnastics,0,0,0,0
ISR,2016,Judo,2,0,0,2
ISR,2016,Rhythmic Gymnastics,0,0,0,0
ISR,2016,Sailing,0,0,0,0
ISR,2016,Shooting,0,0,0,0
ISR,2016,Swimming,0,0,0,0
ISR,2016,Synchronized Swimming,0,0,0,0
ISR,2016,Taekwondo,0,0,0,0
ISR,2016,Tennis,0,0,0,0
ISR,2016,Triathlon,0,0,0,0
ISR,2016,Weightlifting,0,0,0,0
ISR,2016,Wrestling,0,0,0,0
ISR,2020,Archery,0,0,0,0
ISR,2020,Artistic Gymnastics,1,1,0,0
ISR,2020,Artistic Swimming,0,0,0,0
ISR,2020,Athletics,0,0,0,0
ISR,2020,Badminton,0,0,0,0
ISR,2020,Baseball/Softball,0,0,0,0
ISR,2020,Cycling Mountain Bike,0,0,0,0
ISR,2020,Cycling Road,0,0,0,0
ISR,2020,Equestrian,0,0,0,0
ISR,2020,Judo,1,0,0,1
ISR,2020,Marathon Swimming,0,0,0,0
ISR,2020,Rhythmic Gymnastics,1,1,0,0
ISR,2020,Sailing,0,0,0,0
ISR,2020,Shooting,0,0,0,0
ISR,2020,Surfing,0,0,0,0
ISR,2020,Swimming,0,0,0,0
ISR,2020,Taekwondo,1,0,0,1
ISR,2020,Triathlon,0,0,0,0
ISR,2020,Weightlifting,0,0,0,0
ISR,2024,Archery,0,0,0,0
ISR,2024,Artistic Gymnastics,1,0,1,0
ISR,2024,Artistic Swimming,0,0,0,0
ISR,2024,Athletics,0,0,0,0
ISR,2024,Badminton,0,0,0,0
ISR,2024,Cycling Mountain Bike,0,0,0,0
ISR,2024,Cycling Road,0,0,0,0
ISR,2024,Cycling Track,0,0,0,0
ISR,2024,Equestrian,0,0,0,0
ISR,2024,Fencing,0,0,0,0
ISR,2024,Football,0,0,0,0
ISR,2024,Judo,3,0,2,1
ISR,2024,Marathon Swimming,0,0,0,0
ISR,2024,Rhythmic Gymnastics,1,0,1,0
ISR,2024,Sailing,2,1,1,0
ISR,2024,Shooting,0,0,0,0
ISR,2024,Surfing,0,0,0,0
ISR,2024,Swimming,0,0,0,0
ISR,2024,Taekwondo,0,0,0,0
ISR,2024,Triathlon,0,0,0,0
ISV,1968,Athletics,0,0,0,0
ISV,1968,Sailing,0,0,0,0
ISV,1968,Weightlifting,0,0,0,0
ISV,1972,Athletics,0,0,0,0
ISV,1972,Boxing,0,0,0,0
ISV,1972,Sailing,0,0,0,0
ISV,1972,Shooting,0,0,0,0
ISV,1976,Athletics,0,0,0,0
ISV,1976,Boxing,0,0,0,0
ISV,1976,Sailing,0,0,0,0
ISV,1976,Shooting,0,0,0,0
ISV,1976,Swimming,0,0,0,0
ISV,1976,Wrestling,0,0,0,0
ISV,1984,Athletics,0,0,0,0
ISV,1984,Boxing,0,0,0,0
ISV,1984,Equestrianism,0,0,0,0
ISV,1984,Fencing,0,0,0,0
ISV,1984,Sailing,0,0,0,0
ISV,1984,Shooting,0,0,0,0
ISV,1984,Swimming,0,0,0,0
ISV,1988,Athletics,0,0,0,0
ISV,1988,Cycling,0,0,0,0
ISV,1988,Equestrianism,0,0,0,0
ISV,1988,Sailing,1,0,1,0
ISV,1988,Shooting,0,0,0,0
ISV,1988,Swimming,0,0,0,0
ISV,1992,Athletics,0,0,0,0
ISV,1992,Boxing,0,0,0,0
ISV,1992,Cycling,0,0,0,0
ISV,1992,Equestrianism,0,0,0,0
ISV,1992,Sailing,0,0,0,0
ISV,1992,Shooting,0,0,0,0
ISV,1992,Swimming,0,0,0,0
ISV,1996,Athletics,0,0,0,0
ISV,1996,Boxing,0,0,0,0
ISV,1996,Sailing,0,0,0,0
ISV,1996,Shooting,0,0,0,0
ISV,1996,Swimming,0,0,0,0
ISV,2000,Athletics,0,0,0,0
ISV,2000,Equestrianism,0,0,0,0
ISV,2000,Sailing,0,0,0,0
ISV,2000,Shooting,0,0,0,0
ISV,2000,Swimming,0,0,0,0
ISV,2004,Athletics,0,0,0,0
ISV,2004,Sailing,0,0,0,0
ISV,2004,Shooting,0,0,0,0
ISV,2004,Swimming,0,0,0,0
ISV,2008,Athletics,0,0,0,0
ISV,2008,Boxing,0,0,0,0
ISV,2008,Sailing,0,0,0,0
ISV,2008,Shooting,0,0,0,0
ISV,2008,Swimming,0,0,0,0
ISV,2012,Athletics,0,0,0,0
ISV,2012,Sailing,0,0,0,0
ISV,2012,Swimming,0,0,0,0
ISV,2016,Athletics,0,0,0,0
ISV,2016,Boxing,0,0,0,0
ISV,2016,Sailing,0,0,0,0
ISV,2016,Swimming,0,0,0,0
ISV,2020,Archery,0,0,0,0
ISV,2020,Athletics,0,0,0,0
ISV,2020,Swimming,0,0,0,0
ISV,2024,Archery,0,0,0,0
ISV,2024,Athletics,0,0,0,0
ISV,2024,Fencing,0,0,0,0
ISV,2024,Swimming,0,0,0,0
ITA,1896,Shooting,0,0,0,0
ITA,1900,Athletics,0,0,0,0
ITA,1900,Cycling,1,1,0,0
ITA,1900,Equestrianism,2,1,1,0
ITA,1900,Fencing,2,1,1,0
ITA,1900,Gymnastics,0,0,0,0
ITA,1900,Swimming,0,0,0,0
ITA,1904,Cycling,0,0,0,0
ITA,1906,Athletics,0,0,0,0
ITA,1906,Cycling,3,3,0,0
ITA,1906,Diving,0,0,0,0
ITA,1906,Fencing,2,0,1,1
ITA,1906,Gymnastics,2,0,2,0
ITA,1906,Rowing,31,14,0,17
ITA,1906,Shooting,1,0,1,0
ITA,1906,Swimming,0,0,0,0
ITA,1906,Weightlifting,1,0,1,0
ITA,1908,Athletics,1,0,1,0
ITA,1908,Cycling,0,0,0,0
ITA,1908,Diving,0,0,0,0
ITA,1908,Fencing,1,0,1,0
ITA,1908,Gymnastics,1,1,0,0
ITA,1908,Rowing,0,0,0,0
ITA,1908,Swimming,0,0,0,0
ITA,1908,Wrestling,1,1,0,0
ITA,1912,Art Competitions,2,2,0,0
ITA,1912,Athletics,1,0,0,1
ITA,1912,Diving,0,0,0,0
ITA,1912,Fencing,2,1,1,0
ITA,1912,Football,0,0,0,0
ITA,1912,Gymnastics,3,2,0,1
ITA,1912,Swimming,0,0,0,0
ITA,1912,Wrestling,0,0,0,0
ITA,1920,Art Competitions,2,1,1,0
ITA,1920,Athletics,4,2,0,2
ITA,1920,Boxing,1,0,0,1
ITA,1920,Cycling,1,1,0,0
ITA,1920,Diving,0,0,0,0
ITA,1920,Equestrianism,5,1,2,2
ITA,1920,Fencing,6,5,1,0
ITA,1920,Football,0,0,0,0
ITA,1920,Gymnastics,2,2,0,0
ITA,1920,Modern Pentathlon,0,0,0,0
ITA,1920,Rowing,3,1,2,0
ITA,1920,Shooting,0,0,0,0
ITA,1920,Swimming,0,0,0,0
ITA,1920,Tennis,0,0,0,0
ITA,1920,Tug-Of-War,0,0,0,0
ITA,1920,Water Polo,0,0,0,0
ITA,1920,Weightlifting,2,1,1,0
ITA,1920,Wrestling,0,0,0,0
ITA,1924,Art Competitions,0,0,0,0
ITA,1924,Athletics,2,1,1,0
ITA,1924,Boxing,0,0,0,0
ITA,1924,Cycling,1,1,0,0
ITA,1924,Diving,0,0,0,0
ITA,1924,Equestrianism,2,0,1,1
ITA,1924,Fencing,2,1,0,1
ITA,1924,Football,0,0,0,0
ITA,1924,Gymnastics,3,2,0,1
ITA,1924,Modern Pentathlon,0,0,0,0
ITA,1924,Rowing,10,0,1,9
ITA,1924,Sailing,0,0,0,0
ITA,1924,Shooting,0,0,0,0
ITA,1924,Swimming,0,0,0,0
ITA,1924,Tennis,1,0,0,1
ITA,1924,Water Polo,0,0,0,0
ITA,1924,Weightlifting,3,3,0,0
ITA,1924,Wrestling,0,0,0,0
ITA,1928,Art Competitions,1,0,1,0
ITA,1928,Athletics,0,0,0,0
ITA,1928,Boxing,4,3,0,1
ITA,1928,Cycling,1,1,0,0
ITA,1928,Diving,0,0,0,0
ITA,1928,Equestrianism,0,0,0,0
ITA,1928,Fencing,5,2,1,2
ITA,1928,Football,17,0,0,17
ITA,1928,Gymnastics,2,0,2,0
ITA,1928,Modern Pentathlon,0,0,0,0
ITA,1928,Rowing,9,5,0,4
ITA,1928,Sailing,0,0,0,0
ITA,1928,Swimming,0,0,0,0
ITA,1928,Weightlifting,2,0,2,0
ITA,1928,Wrestling,2,0,0,2
ITA,1932,Art Competitions,0,0,0,0
ITA,1932,Athletics,3,1,0,2
ITA,1932,Boxing,2,0,2,0
ITA,1932,Cycling,5,3,1,1
ITA,1932,Fencing,8,2,4,2
ITA,1932,Gymnastics,7,4,1,2
ITA,1932,Modern Pentathlon,0,0,0,0
ITA,1932,Rowing,18,0,14,4
ITA,1932,Sailing,0,0,0,0
ITA,1932,Shooting,2,1,0,1
ITA,1932,Swimming,0,0,0,0
ITA,1932,Weightlifting,2,0,1,1
ITA,1932,Wrestling,4,1,1,2
ITA,1936,Art Competitions,5,1,4,0
ITA,1936,Athletics,5,1,2,2
ITA,1936,Basketball,0,0,0,0
ITA,1936,Boxing,2,1,1,0
ITA,1936,Canoeing,0,0,0,0
ITA,1936,Cycling,1,0,1,0
ITA,1936,Diving,0,0,0,0
ITA,1936,Equestrianism,0,0,0,0
ITA,1936,Fencing,9,4,3,2
ITA,1936,Football,14,14,0,0
ITA,1936,Gymnastics,0,0,0,0
ITA,1936,Modern Pentathlon,1,0,0,1
ITA,1936,Rowing,10,0,10,0
ITA,1936,Sailing,6,6,0,0
ITA,1936,Shooting,0,0,0,0
ITA,1936,Weightlifting,0,0,0,0
ITA,1936,Wrestling,0,0,0,0
ITA,1948,Art Competitions,4,1,1,2
ITA,1948,Athletics,5,1,3,1
ITA,1948,Basketball,0,0,0,0
ITA,1948,Boxing,5,1,2,2
ITA,1948,Cycling,4,3,1,0
ITA,1948,Equestrianism,0,0,0,0
ITA,1948,Fencing,6,1,4,1
ITA,1948,Football,0,0,0,0
ITA,1948,Gymnastics,0,0,0,0
ITA,1948,Modern Pentathlon,0,0,0,0
ITA,1948,Rowing,7,4,1,2
ITA,1948,Sailing,0,0,0,0
ITA,1948,Shooting,0,0,0,0
ITA,1948,Water Polo,9,9,0,0
ITA,1948,Weightlifting,0,0,0,0
ITA,1948,Wrestling,3,1,0,2
ITA,1952,Athletics,2,1,1,0
ITA,1952,Basketball,0,0,0,0
ITA,1952,Boxing,3,1,1,1
ITA,1952,Canoeing,0,0,0,0
ITA,1952,Cycling,6,2,2,2
ITA,1952,Diving,0,0,0,0
ITA,1952,Equestrianism,0,0,0,0
ITA,1952,Fencing,8,3,4,1
ITA,1952,Football,0,0,0,0
ITA,1952,Gymnastics,0,0,0,0
ITA,1952,Hockey,0,0,0,0
ITA,1952,Modern Pentathlon,0,0,0,0
ITA,1952,Rowing,0,0,0,0
ITA,1952,Sailing,2,2,0,0
ITA,1952,Shooting,0,0,0,0
ITA,1952,Swimming,0,0,0,0
ITA,1952,Water Polo,11,0,0,11
ITA,1952,Weightlifting,0,0,0,0
ITA,1952,Wrestling,1,0,1,0
ITA,1956,Athletics,0,0,0,0
ITA,1956,Boxing,2,0,1,1
ITA,1956,Cycling,6,3,1,2
ITA,1956,Equestrianism,3,0,2,1
ITA,1956,Fencing,7,3,2,2
ITA,1956,Gymnastics,0,0,0,0
ITA,1956,Modern Pentathlon,0,0,0,0
ITA,1956,Rowing,5,5,0,0
ITA,1956,Sailing,2,0,2,0
ITA,1956,Shooting,2,1,0,1
ITA,1956,Swimming,0,0,0,0
ITA,1956,Water Polo,0,0,0,0
ITA,1956,Weightlifting,2,0,0,2
ITA,1956,Wrestling,2,0,1,1
ITA,1960,Athletics,3,1,0,2
ITA,1960,Basketball,0,0,0,0
ITA,1960,Boxing,7,3,3,1
ITA,1960,Canoeing,1,0,1,0
ITA,1960,Cycling,8,6,1,1
ITA,1960,Diving,0,0,0,0
ITA,1960,Equestrianism,3,1,1,1
ITA,1960,Fencing,6,2,1,3
ITA,1960,Football,0,0,0,0
ITA,1960,Gymnastics,3,0,1,2
ITA,1960,Hockey,0,0,0,0
ITA,1960,Modern Pentathlon,0,0,0,0
ITA,1960,Rowing,9,0,4,5
ITA,1960,Sailing,3,0,0,3
ITA,1960,Shooting,1,0,1,0
ITA,1960,Swimming,0,0,0,0
ITA,1960,Water Polo,12,12,0,0
ITA,1960,Weightlifting,1,0,0,1
ITA,1960,Wrestling,0,0,0,0
ITA,1964,Athletics,2,1,0,1
ITA,1964,Basketball,0,0,0,0
ITA,1964,Boxing,5,2,0,3
ITA,1964,Canoeing,0,0,0,0
ITA,1964,Cycling,9,4,5,0
ITA,1964,Diving,1,0,1,0
ITA,1964,Equestrianism,3,2,0,1
ITA,1964,Fencing,3,0,2,1
ITA,1964,Gymnastics,3,1,1,1
ITA,1964,Judo,0,0,0,0
ITA,1964,Modern Pentathlon,0,0,0,0
ITA,1964,Rowing,5,0,5,0
ITA,1964,Sailing,0,0,0,0
ITA,1964,Shooting,1,1,0,0
ITA,1964,Swimming,0,0,0,0
ITA,1964,Water Polo,0,0,0,0
ITA,1964,Weightlifting,0,0,0,0
ITA,1964,Wrestling,0,0,0,0
ITA,1968,Athletics,2,0,0,2
ITA,1968,Basketball,0,0,0,0
ITA,1968,Boxing,1,0,0,1
ITA,1968,Canoeing,0,0,0,0
ITA,1968,Cycling,4,1,1,2
ITA,1968,Diving,2,1,1,0
ITA,1968,Equestrianism,0,0,0,0
ITA,1968,Fencing,2,0,1,1
ITA,1968,Gymnastics,0,0,0,0
ITA,1968,Modern Pentathlon,0,0,0,0
ITA,1968,Rowing,5,1,0,4
ITA,1968,Sailing,3,0,0,3
ITA,1968,Shooting,1,0,1,0
ITA,1968,Swimming,0,0,0,0
ITA,1968,Water Polo,0,0,0,0
ITA,1968,Weightlifting,0,0,0,0
ITA,1968,Wrestling,0,0,0,0
ITA,1972,Archery,0,0,0,0
ITA,1972,Athletics,2,0,0,2
ITA,1972,Basketball,0,0,0,0
ITA,1972,Boxing,0,0,0,0
ITA,1972,Canoeing,0,0,0,0
ITA,1972,Cycling,0,0,0,0
ITA,1972,Diving,3,1,1,1
ITA,1972,Equestrianism,3,1,1,1
ITA,1972,Fencing,2,2,0,0
ITA,1972,Gymnastics,0,0,0,0
ITA,1972,Judo,0,0,0,0
ITA,1972,Modern Pentathlon,0,0,0,0
ITA,1972,Rowing,0,0,0,0
ITA,1972,Sailing,0,0,0,0
ITA,1972,Shooting,2,1,0,1
ITA,1972,Swimming,3,0,1,2
ITA,1972,Water Polo,0,0,0,0
ITA,1972,Weightlifting,1,0,0,1
ITA,1972,Wrestling,2,0,0,2
ITA,1976,Archery,1,0,0,1
ITA,1976,Athletics,1,0,1,0
ITA,1976,Basketball,0,0,0,0
ITA,1976,Boxing,0,0,0,0
ITA,1976,Canoeing,0,0,0,0
ITA,1976,Cycling,1,0,1,0
ITA,1976,Diving,2,1,1,0
ITA,1976,Equestrianism,0,0,0,0
ITA,1976,Fencing,4,1,3,0
ITA,1976,Gymnastics,0,0,0,0
ITA,1976,Judo,1,0,0,1
ITA,1976,Modern Pentathlon,0,0,0,0
ITA,1976,Rowing,0,0,0,0
ITA,1976,Sailing,0,0,0,0
ITA,1976,Shooting,2,0,0,2
ITA,1976,Swimming,0,0,0,0
ITA,1976,Volleyball,0,0,0,0
ITA,1976,Water Polo,11,0,11,0
ITA,1976,Weightlifting,0,0,0,0
ITA,1976,Wrestling,0,0,0,0
ITA,1980,Archery,1,0,0,1
ITA,1980,Athletics,4,3,0,1
ITA,1980,Basketball,12,0,12,0
ITA,1980,Boxing,1,1,0,0
ITA,1980,Canoeing,0,0,0,0
ITA,1980,Cycling,0,0,0,0
ITA,1980,Diving,1,0,0,1
ITA,1980,Equestrianism,2,1,1,0
ITA,1980,Fencing,1,0,1,0
ITA,1980,Judo,1,1,0,0
ITA,1980,Modern Pentathlon,0,0,0,0
ITA,1980,Rowing,0,0,0,0
ITA,1980,Sailing,2,0,0,2
ITA,1980,Shooting,1,1,0,0
ITA,1980,Swimming,0,0,0,0
ITA,1980,Volleyball,0,0,0,0
ITA,1980,Water Polo,0,0,0,0
ITA,1980,Weightlifting,0,0,0,0
ITA,1980,Wrestling,1,1,0,0
ITA,1984,Archery,0,0,0,0
ITA,1984,Athletics,7,3,1,3
ITA,1984,Basketball,0,0,0,0
ITA,1984,Boxing,5,1,2,2
ITA,1984,Canoeing,0,0,0,0
ITA,1984,Cycling,1,1,0,0
ITA,1984,Diving,0,0,0,0
ITA,1984,Equestrianism,0,0,0,0
ITA,1984,Fencing,7,3,1,3
ITA,1984,Football,0,0,0,0
ITA,1984,Gymnastics,0,0,0,0
ITA,1984,Judo,1,0,1,0
ITA,1984,Modern Pentathlon,3,2,0,1
ITA,1984,Rhythmic Gymnastics,0,0,0,0
ITA,1984,Rowing,1,1,0,0
ITA,1984,Sailing,2,0,0,2
ITA,1984,Shooting,3,1,1,1
ITA,1984,Swimming,0,0,0,0
ITA,1984,Synchronized Swimming,0,0,0,0
ITA,1984,Volleyball,12,0,0,12
ITA,1984,Water Polo,0,0,0,0
ITA,1984,Weightlifting,1,1,0,0
ITA,1984,Wrestling,1,1,0,0
ITA,1988,Archery,0,0,0,0
ITA,1988,Athletics,3,1,1,1
ITA,1988,Boxing,1,1,0,0
ITA,1988,Canoeing,0,0,0,0
ITA,1988,Cycling,0,0,0,0
ITA,1988,Diving,0,0,0,0
ITA,1988,Equestrianism,0,0,0,0
ITA,1988,Fencing,4,1,1,2
ITA,1988,Football,0,0,0,0
ITA,1988,Gymnastics,0,0,0,0
ITA,1988,Judo,0,0,0,0
ITA,1988,Modern Pentathlon,2,0,2,0
ITA,1988,Rhythmic Gymnastics,0,0,0,0
ITA,1988,Rowing,5,5,0,0
ITA,1988,Sailing,0,0,0,0
ITA,1988,Shooting,0,0,0,0
ITA,1988,Swimming,1,0,0,1
ITA,1988,Table Tennis,0,0,0,0
ITA,1988,Tennis,0,0,0,0
ITA,1988,Volleyball,0,0,0,0
ITA,1988,Water Polo,0,0,0,0
ITA,1988,Weightlifting,0,0,0,0
ITA,1988,Wrestling,1,1,0,0
ITA,1992,Archery,0,0,0,0
ITA,1992,Athletics,1,0,0,1
ITA,1992,Baseball,0,0,0,0
ITA,1992,Basketball,0,0,0,0
ITA,1992,Boxing,0,0,0,0
ITA,1992,Canoeing,2,1,0,1
ITA,1992,Cycling,3,2,1,0
ITA,1992,Diving,0,0,0,0
ITA,1992,Equestrianism,0,0,0,0
ITA,1992,Fencing,3,2,1,0
ITA,1992,Football,0,0,0,0
ITA,1992,Gymnastics,0,0,0,0
ITA,1992,Judo,1,0,1,0
ITA,1992,Modern Pentathlon,1,0,0,1
ITA,1992,Rhythmic Gymnastics,0,0,0,0
ITA,1992,Rowing,5,0,1,4
ITA,1992,Sailing,0,0,0,0
ITA,1992,Shooting,2,0,0,2
ITA,1992,Swimming,2,0,0,2
ITA,1992,Synchronized Swimming,0,0,0,0
ITA,1992,Table Tennis,0,0,0,0
ITA,1992,Tennis,0,0,0,0
ITA,1992,Volleyball,0,0,0,0
ITA,1992,Water Polo,12,12,0,0
ITA,1992,Weightlifting,0,0,0,0
ITA,1992,Wrestling,1,0,1,0
ITA,1996,Archery,1,0,0,1
ITA,1996,Athletics,4,0,2,2
ITA,1996,Baseball,0,0,0,0
ITA,1996,Basketball,0,0,0,0
ITA,1996,Beach Volleyball,0,0,0,0
ITA,1996,Boxing,0,0,0,0
ITA,1996,Canoeing,5,2,2,1
ITA,1996,Cycling,5,4,1,0
ITA,1996,Diving,0,0,0,0
ITA,1996,Equestrianism,0,0,0,0
ITA,1996,Fencing,7,3,2,2
ITA,1996,Football,0,0,0,0
ITA,1996,Gymnastics,1,1,0,0
ITA,1996,Judo,2,0,1,1
ITA,1996,Modern Pentathlon,0,0,0,0
